,gcf
201,0.993015927519467
216,0.8795968406175158
287,0.5389434184006912
505,0.9948436374403226
507,0.6532746378833553
574,0.6720127607438235
42688,0.721797834277254
42730,0.6635728690928581
42726,0.5504847074496326
41021,0.9274938549058666
